epoch,train_loss,val_acc
1,3.062324086045907,0.23494252873563218
2,2.637124469856811,0.3264367816091954
3,2.4398727074168085,0.38873563218390805
4,2.299821305119134,0.4085057471264368
5,2.186904436232997,0.45586206896551723
6,2.093498606697407,0.4664367816091954
7,2.007481636175143,0.48919540229885056
8,1.9337120917108324,0.5282758620689655
9,1.861910965707567,0.5418390804597701
10,1.8054332370851554,0.5563218390804597
11,1.737945305755715,0.5549425287356322
12,1.687442508008745,0.5825287356321839
13,1.6302040355657441,0.5919540229885057
14,1.585998434256884,0.6252873563218391
15,1.536593824040656,0.6250574712643678
16,1.4938686552390554,0.6245977011494253
17,1.4563711753078536,0.6395402298850574
18,1.414267457388585,0.6898850574712644
19,1.3860783841874864,0.6482758620689655
20,1.3561043552323884,0.6714942528735632
21,1.3201500325421103,0.7036781609195403
22,1.2899231415948058,0.6710344827586207
23,1.2593393220620996,0.7073563218390805
24,1.2411431007915072,0.7236781609195402
25,1.214724536425148,0.7220689655172414
26,1.1914698676346174,0.7342528735632184
27,1.1676200291300132,0.6822988505747126
28,1.147410337441887,0.7374712643678161
29,1.1280431270209792,0.727816091954023
30,1.1034375625887727,0.7351724137931035
31,1.0922763382687288,0.7774712643678161
32,1.069003962808185,0.7866666666666666
33,1.056197217282127,0.7701149425287356
34,1.042799631559771,0.7963218390804597
35,1.0244241758109698,0.7574712643678161
36,1.0104896342442706,0.7763218390804598
37,0.9976090288240146,0.8022988505747126
38,0.9836425150141996,0.8
39,0.9700472167893952,0.7864367816091954
40,0.9588272631947511,0.7935632183908046
41,0.9463310399476219,0.7928735632183908
42,0.936589601577497,0.8298850574712644
43,0.9296990292134628,0.8245977011494253
44,0.914665719847274,0.8328735632183908
45,0.9076935974211474,0.8310344827586207
46,0.8976308502792533,0.8232183908045977
47,0.8908758334864199,0.8298850574712644
48,0.8838937722779567,0.8420689655172414
49,0.8757458849280488,0.8344827586206897
50,0.8686534567596087,0.835632183908046
51,0.8615452358925265,0.8498850574712644
52,0.8523949162632811,0.8372413793103448
53,0.8470192440584594,0.8319540229885057
54,0.8431075164695191,0.8455172413793104
55,0.8368557576650109,0.8427586206896551
56,0.8313788411274455,0.8664367816091954
57,0.8245745229175667,0.86
58,0.8148871009645898,0.8404597701149426
59,0.8143446690895978,0.8551724137931035
60,0.8078643416657167,0.8625287356321839
61,0.8032822490128038,0.8420689655172414
62,0.8021525280927521,0.8620689655172413
63,0.7964509534679987,0.8581609195402299
64,0.792431664622687,0.8832183908045977
65,0.78989773268014,0.8583908045977011
66,0.7851083625375835,0.8406896551724138
67,0.7825870607413498,0.8740229885057471
68,0.7788229062666301,0.868735632183908
69,0.777185331957013,0.8586206896551725
70,0.7723634615053538,0.8724137931034482
71,0.7712725926848019,0.8705747126436781
72,0.7676762782670314,0.8788505747126437
73,0.7646362736723782,0.8613793103448276
74,0.7621970636392731,0.8703448275862069
75,0.7599029182608611,0.8781609195402299
76,0.7579650662693322,0.8777011494252873
77,0.7569471377562853,0.8811494252873563
78,0.7553737671936259,0.8717241379310345
79,0.7513512774230608,0.8735632183908046
80,0.753092430970248,0.8735632183908046
81,0.7512848630450131,0.8737931034482759
82,0.7478169142420775,0.8825287356321839
83,0.7475548088550568,0.88
84,0.7443328192031461,0.8731034482758621
85,0.7454880026041293,0.8809195402298851
86,0.7434072887975406,0.8820689655172413
87,0.7426734681612526,0.879080459770115
88,0.7420279971914354,0.8705747126436781
89,0.7407999722396627,0.8855172413793103
90,0.7402581463452258,0.8770114942528736
91,0.739653785633885,0.8804597701149425
92,0.7400058994885363,0.8783908045977011
93,0.7389249686711754,0.8797701149425288
94,0.7380731777817595,0.8708045977011494
95,0.7376862211165085,0.8758620689655172
96,0.7387896018480163,0.8822988505747127
97,0.7373977285974166,0.8827586206896552
98,0.736678365009283,0.8820689655172413
99,0.7375729302175684,0.8770114942528736
100,0.7383129094161239,0.8783908045977011
