epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,1.3108036095888222,0.8943577430972389,0.8971898209765112,0.8912859754934057,0.8925772363697132
2,0.8626018446699228,0.8919567827130852,0.8967015525390694,0.8889939031002226,0.8907245379743366
3,0.7732961286118295,0.8997599039615847,0.9029899584700629,0.8971066173961846,0.8982433496674296
4,0.7326556758522856,0.9129651860744298,0.9141526532603168,0.9111153056345939,0.9110885102039364
5,0.7110079425623769,0.9003601440576231,0.9053217689850347,0.8980027058201359,0.8990637018722069
6,0.6938879008282629,0.904561824729892,0.9117428155679123,0.9018781375955812,0.9043311208612884
7,0.6813295479204866,0.9117647058823529,0.9153577059147137,0.9099380738841018,0.9111949341096569
8,0.6748327094213451,0.8967587034813925,0.9001205069733202,0.89629151988853,0.8961541014334142
9,0.6694670280975294,0.9105642256902761,0.9122276915694943,0.9082525944260148,0.909103108048888
10,0.6632552697142068,0.9099639855942377,0.9121989079183755,0.9082843237623796,0.9092210729484824
11,0.6597295875451108,0.9129651860744298,0.9156423922233934,0.9110523549212888,0.9116895092854475
12,0.6558036847823067,0.9153661464585834,0.9182567781257285,0.9148748609724209,0.9152002197635963
13,0.6528846342452268,0.9171668667466987,0.9197833580777728,0.9157112034326443,0.9167678809443691
14,0.6514241240093839,0.9147659063625451,0.9166284470605129,0.9133866290400072,0.9141915534106918
15,0.6490507821643909,0.9123649459783914,0.9133786491859722,0.9109544889293311,0.9115086663880156
16,0.6476340153148044,0.9141656662665066,0.9164513896855608,0.9130329628719928,0.9136796168337555
17,0.6471290410156854,0.9165666266506602,0.9175410773539496,0.9153325356988365,0.9159175506059701
18,0.6464916240778773,0.9135654261704682,0.9144693169467145,0.9122681166371233,0.9126934499671338
19,0.646007445376776,0.9153661464585834,0.917164366221236,0.9140911348477836,0.914895879626783
20,0.6455929336323375,0.9183673469387755,0.9197870614979862,0.9175250277434731,0.9180365023062929
