epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,1.242604954030506,0.8793517406962785,0.8830629726628121,0.8792781817482775,0.8780027456963961
2,0.822795798867097,0.8835534213685474,0.8856694948738375,0.8824989677884043,0.8819826796138597
3,0.7529484998131991,0.8979591836734694,0.9006739431864944,0.8950775603556816,0.8965400143758351
4,0.7193641847396168,0.904561824729892,0.9052736768800427,0.9038084265132427,0.9033329043108238
5,0.7010007696846208,0.8955582232893158,0.9011208716127194,0.892183170462046,0.894455425081618
6,0.6902871344755046,0.9009603841536614,0.9036989349441263,0.8997603855887426,0.9005069458885354
7,0.6800511946525588,0.897358943577431,0.9016310648915249,0.896960608808222,0.8974788059792755
8,0.6720433545138915,0.8985594237695078,0.9009217526449335,0.8982106292093749,0.8981569413307767
9,0.6658335843477323,0.8985594237695078,0.9012895032573025,0.8978607249840713,0.8981804410326559
10,0.6612420187096422,0.9069627851140456,0.9107601756930042,0.9061210539202944,0.9067092686912864
11,0.6569530382977115,0.8985594237695078,0.9025588396963552,0.8974316183348878,0.8983444026062102
12,0.6539625023033041,0.9057623049219687,0.9084363090961132,0.9049517200444487,0.9056150033728778
13,0.6509828096849597,0.8967587034813925,0.9015244877446679,0.8967513638905258,0.8976338646828591
14,0.6489081470876022,0.9123649459783914,0.9161720543600737,0.9117258276195339,0.9129026688212116
15,0.6471102727428435,0.9111644657863145,0.9138094043826036,0.9108104826213899,0.9112421743836249
16,0.6464111814607633,0.9081632653061225,0.9113396640561245,0.9070720260279846,0.9081186661731582
17,0.6453355050297421,0.9135654261704682,0.9161926453160123,0.9129977136646334,0.9140093068831001
18,0.6448513175600282,0.9099639855942377,0.9116386033976961,0.9097708612166383,0.9101393518019743
19,0.644408964812646,0.9147659063625451,0.9166426104640911,0.9146569152064464,0.915040788703789
20,0.6442960442405888,0.9129651860744298,0.9160287041584795,0.9123521651478244,0.9133617256640485
