epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,1.2244303189204344,0.8937575030012005,0.8961976074065116,0.8914088676226758,0.8922864343616461
2,0.8122797288759617,0.9039615846338536,0.9078299315720018,0.9007585952544089,0.9023325315114787
3,0.7451421742099048,0.9009603841536614,0.9057388977593895,0.8991131638997701,0.9004835101226
4,0.7174429872448982,0.9015606242496998,0.908215498445595,0.9006145994531751,0.9013458161754532
5,0.6984648346111765,0.9021608643457383,0.9055476478308863,0.901517826594804,0.9008806777823835
6,0.6870555006523876,0.907563025210084,0.9123884486687891,0.9059852671932892,0.9074708003219422
7,0.6773467782930049,0.9117647058823529,0.9146195131169773,0.9102228043771668,0.9111356912426604
8,0.6720134042650078,0.9129651860744298,0.9164439947711633,0.9123109957159004,0.912021479272182
9,0.6657529531177593,0.9009603841536614,0.9050915492835602,0.8992772175214164,0.8999743441638346
10,0.6611419444840022,0.9057623049219687,0.9085695831155246,0.9044392978024369,0.9049853557336857
11,0.6566475199925281,0.907563025210084,0.9108893779197689,0.9051358172679987,0.9063724600207144
12,0.6539302874067418,0.9009603841536614,0.9034978876109889,0.8999947972896664,0.9002949157716537
13,0.6504024786079311,0.9117647058823529,0.9148165442657926,0.909634581242202,0.9111415393496535
14,0.6485488819216665,0.9099639855942377,0.9121331898560491,0.9092862740871337,0.909711500709446
15,0.6467118531564178,0.907563025210084,0.910104786061292,0.9066943446786538,0.9073944141412092
16,0.6458429695710227,0.9141656662665066,0.9166553560877863,0.9140412366610103,0.9146499807165258
17,0.6451533144341974,0.9147659063625451,0.9177050021706491,0.9138490193887114,0.9149534145389484
18,0.6441764461288297,0.9111644657863145,0.9132809946815897,0.911138189118044,0.9112981898458345
19,0.6444493566816806,0.9153661464585834,0.9188939430040223,0.9150670719157751,0.9157156888975234
20,0.6436347734318713,0.9135654261704682,0.9165824515941654,0.9130797163858042,0.9138672923403562
