epoch,train_loss,val_acc,val_precision,val_recall,val_f1
1,1.3522259194476502,0.8619447779111644,0.8666505506636368,0.8600773231439701,0.861316155923443
2,0.8982512646187926,0.8649459783913566,0.8705362099909565,0.8611424391368869,0.8637525591058274
3,0.7967944064969831,0.8889555822328932,0.8946197942690162,0.8855010407316711,0.8879979314279948
4,0.7511004213245093,0.8919567827130852,0.8962238434964658,0.8888959851209419,0.8910732495150677
5,0.7252464644739671,0.8895558223289316,0.8967925835238745,0.8858970349828941,0.8885990353853924
6,0.7074379326447532,0.8949579831932774,0.899753682446815,0.8937018983437802,0.894743838759169
7,0.6949117201880174,0.8937575030012005,0.8953108646483925,0.8915520421236229,0.8923804191404632
8,0.6840444036422735,0.9003601440576231,0.9040643535887949,0.8994738865311993,0.9002759475683851
9,0.6774176281135983,0.8985594237695078,0.9029549567106884,0.8966793514951782,0.8981856460092381
10,0.6694009297250956,0.8985594237695078,0.9025600965944962,0.8967311080487881,0.8980237180446522
11,0.6651126739074746,0.8919567827130852,0.8936811261601376,0.8908914333007814,0.8912033745665042
12,0.6608374854710752,0.897358943577431,0.9011968382436188,0.8944428990072615,0.8956515780780667
13,0.6580702948982377,0.897358943577431,0.9014773253731461,0.8952587736574806,0.8968956821625208
14,0.6553057618507703,0.8997599039615847,0.9029581440078223,0.8972399446595877,0.8985180133612269
15,0.6533545212914024,0.9021608643457383,0.9049193053518274,0.8992260852915199,0.9009119407459937
16,0.6521645119059564,0.8997599039615847,0.9033528069435559,0.8971649587574355,0.8990238508486563
17,0.6507101627823709,0.9015606242496998,0.9047770389482773,0.8993439096057039,0.9006804231546914
18,0.6499613834988243,0.9039615846338536,0.9065757246972044,0.9022037102349728,0.903355495623876
19,0.6493823503518464,0.904561824729892,0.907918155294971,0.9026605239309188,0.9040651623960504
20,0.6495163473805858,0.9033613445378151,0.9059342481338313,0.901676101586437,0.9027481657574322
